0.99862953,-0.05233596,0.0
0.98969779,-0.04647891,0.0
0.98072356,-0.04068794,0.0
0.97170730,-0.03496319,0.0
0.96264951,-0.02930478,0.0
0.95355067,-0.02371287,0.0
0.94441124,-0.01818759,0.0
0.93523171,-0.01272908,0.0
0.92601257,-0.00733748,0.0
0.91675428,-0.00201292,0.0
0.90745733,0.00324446,0.0
0.89812219,0.00843451,0.0
0.88874928,0.01355685,0.0
0.87933892,0.01861071,0.0
0.86989140,0.02359534,0.0
0.86040705,0.02850995,0.0
0.85088617,0.03335378,0.0
0.84132908,0.03812605,0.0
0.83173607,0.04282598,0.0
0.82210746,0.04745281,0.0
0.81244357,0.05200577,0.0
0.80274469,0.05648407,0.0
0.79301111,0.06088675,0.0
0.78324297,0.06521229,0.0
0.77344043,0.06945908,0.0
0.76360362,0.07362552,0.0
0.75373269,0.07771000,0.0
0.74382778,0.08171092,0.0
0.73388902,0.08562666,0.0
0.72391657,0.08945563,0.0
0.71391057,0.09319621,0.0
0.70387115,0.09684680,0.0
0.69379862,0.10040596,0.0
0.68369364,0.10387258,0.0
0.67355689,0.10724563,0.0
0.66338908,0.11052405,0.0
0.65319089,0.11370680,0.0
0.64296302,0.11679282,0.0
0.63270617,0.11978106,0.0
0.62242103,0.12267048,0.0
0.61210831,0.12546003,0.0
0.60176868,0.12814864,0.0
0.59140296,0.13073523,0.0
0.58101199,0.13321864,0.0
0.57059665,0.13559772,0.0
0.56015780,0.13787132,0.0
0.54969631,0.14003829,0.0
0.53921305,0.14209747,0.0
0.52870888,0.14404772,0.0
0.51818467,0.14588789,0.0
0.50764128,0.14761682,0.0
0.49707966,0.14923331,0.0
0.48650101,0.15073592,0.0
0.47590655,0.15212319,0.0
0.46529755,0.15339366,0.0
0.45467525,0.15454587,0.0
0.44404087,0.15557834,0.0
0.43339568,0.15648963,0.0
0.42274090,0.15727825,0.0
0.41207779,0.15794276,0.0
0.40140760,0.15848172,0.0
0.39073169,0.15889413,0.0
0.38005149,0.15917923,0.0
0.36936844,0.15933629,0.0
0.35868395,0.15936454,0.0
0.34799947,0.15926324,0.0
0.33731642,0.15903164,0.0
0.32663623,0.15866899,0.0
0.31596034,0.15817454,0.0
0.30529017,0.15754753,0.0
0.29462763,0.15678639,0.0
0.28397533,0.15588826,0.0
0.27333598,0.15485018,0.0
0.26271227,0.15366916,0.0
0.25210689,0.15234223,0.0
0.24152253,0.15086641,0.0
0.23096190,0.14923873,0.0
0.22042769,0.14745621,0.0
0.20992259,0.14551588,0.0
0.19944929,0.14341484,0.0
0.18901045,0.14115088,0.0
0.17860872,0.13872207,0.0
0.16824674,0.13612646,0.0
0.15792717,0.13336214,0.0
0.14765361,0.13042541,0.0
0.13743443,0.12730388,0.0
0.12727948,0.12398247,0.0
0.11719861,0.12044606,0.0
0.10720166,0.11667956,0.0
0.09729903,0.11266916,0.0
0.08750395,0.10840783,0.0
0.07783061,0.10389068,0.0
0.06829375,0.09909905,0.0
0.05890904,0.09399024,0.0
0.04969563,0.08851915,0.0
0.04073085,0.08264078,0.0
0.03214129,0.07631024,0.0
0.02404776,0.06947064,0.0
0.01646510,0.06189078,0.0
0.00949446,0.05327535,0.0
0.00414102,0.04369409,0.0
0.00171675,0.03334140,0.0
0.00328754,0.02259314,0.0
0.00854247,0.01283860,0.0
0.01668251,0.00577604,0.0
0.02656550,0.00162869,0.0
0.03697663,-0.00085693,0.0
0.04760017,-0.00215741,0.0
0.05828349,-0.00259093,0.0
0.06896468,-0.00237424,0.0
0.07962500,-0.00167461,0.0
0.09025321,-0.00061125,0.0
0.10084665,0.00075324,0.0
0.11140424,0.00236494,0.0
0.12192827,0.00418766,0.0
0.13242177,0.00618889,0.0
0.14288775,0.00833614,0.0
0.15332923,0.01059693,0.0
0.16374928,0.01294507,0.0
0.17415107,0.01536657,0.0
0.18453778,0.01784884,0.0
0.19491257,0.02037928,0.0
0.20527863,0.02294535,0.0
0.21563871,0.02553603,0.0
0.22599501,0.02814250,0.0
0.23634967,0.03075608,0.0
0.24670484,0.03336809,0.0
0.25706267,0.03596987,0.0
0.26742532,0.03855273,0.0
0.27779491,0.04110802,0.0
0.28817362,0.04362704,0.0
0.29856358,0.04610114,0.0
0.30896688,0.04852176,0.0
0.31938465,0.05088238,0.0
0.32981724,0.05317810,0.0
0.34026497,0.05540405,0.0
0.35072819,0.05755539,0.0
0.36120723,0.05962726,0.0
0.37170240,0.06161479,0.0
0.38221406,0.06351313,0.0
0.39274251,0.06531743,0.0
0.40328811,0.06702281,0.0
0.41385099,0.06862463,0.0
0.42443038,0.07011915,0.0
0.43502521,0.07150297,0.0
0.44563442,0.07277265,0.0
0.45625695,0.07392479,0.0
0.46689173,0.07495595,0.0
0.47753771,0.07586272,0.0
0.48819381,0.07664168,0.0
0.49885897,0.07728941,0.0
0.50953212,0.07780252,0.0
0.52021174,0.07817853,0.0
0.53089582,0.07841604,0.0
0.54158231,0.07851367,0.0
0.55226917,0.07847007,0.0
0.56295437,0.07828388,0.0
0.57363585,0.07795374,0.0
0.58431158,0.07747828,0.0
0.59497952,0.07685616,0.0
0.60563762,0.07608600,0.0
0.61628389,0.07516704,0.0
0.62691651,0.07410042,0.0
0.63753368,0.07288764,0.0
0.64813361,0.07153021,0.0
0.65871450,0.07002964,0.0
0.66927456,0.06838744,0.0
0.67981199,0.06660511,0.0
