1.00000000e+00 8.42715762e-20
9.90284399e-01 3.06231501e-03
9.80428241e-01 5.63627246e-03
9.70460781e-01 7.74244723e-03
9.60445500e-01 9.60626106e-03
9.50409040e-01 1.13521905e-02
9.40358068e-01 1.30121025e-02
9.30295593e-01 1.46010682e-02
9.20224579e-01 1.61350874e-02
9.10146908e-01 1.76244756e-02
9.00063459e-01 1.90741957e-02
8.89974959e-01 2.04883669e-02
8.79881975e-01 2.18701925e-02
8.69785065e-01 2.32229281e-02
8.59684798e-01 2.45503863e-02
8.49581741e-01 2.58565115e-02
8.39476229e-01 2.71434637e-02
8.29368214e-01 2.84105411e-02
8.19257624e-01 2.96568473e-02
8.09144586e-01 3.08831618e-02
7.99029442e-01 3.20920613e-02
7.88912537e-01 3.32861659e-02
7.78794040e-01 3.44666442e-02
7.68673904e-01 3.56329383e-02
7.58552073e-01 3.67843932e-02
7.48428557e-01 3.79209565e-02
7.38303510e-01 3.90438389e-02
7.28177102e-01 4.01544105e-02
7.18049492e-01 4.12539217e-02
7.07920746e-01 4.23428911e-02
6.97790897e-01 4.34215595e-02
6.87659978e-01 4.44901590e-02
6.77527983e-01 4.55485232e-02
6.67394850e-01 4.65959197e-02
6.57260514e-01 4.76315732e-02
6.47124923e-01 4.86548541e-02
6.36988146e-01 4.96663281e-02
6.26850306e-01 5.06671465e-02
6.16711529e-01 5.16584645e-02
6.06571893e-01 5.26409515e-02
5.96431330e-01 5.36137893e-02
5.86289747e-01 5.45758756e-02
5.76147048e-01 5.55261170e-02
5.66003183e-01 5.64638602e-02
5.55858166e-01 5.73890959e-02
5.45712014e-01 5.83018659e-02
5.35564741e-01 5.92021516e-02
5.25416285e-01 6.00890036e-02
5.15266527e-01 6.09607423e-02
5.05115344e-01 6.18156687e-02
4.94962632e-01 6.26522483e-02
4.84808384e-01 6.34700566e-02
4.74652636e-01 6.42691275e-02
4.64495426e-01 6.50494958e-02
4.54336749e-01 6.58106069e-02
4.44176483e-01 6.65501027e-02
4.34014483e-01 6.72652814e-02
4.23850604e-01 6.79534433e-02
4.13684744e-01 6.86119841e-02
4.03516855e-01 6.92384217e-02
3.93346893e-01 6.98302820e-02
3.83174823e-01 7.03850984e-02
3.73000670e-01 7.09004607e-02
3.62824490e-01 7.13739844e-02
3.52646337e-01 7.18032780e-02
3.42466281e-01 7.21852544e-02
3.32284417e-01 7.25155634e-02
3.22100839e-01 7.27897209e-02
3.11915689e-01 7.30028327e-02
3.01729351e-01 7.31476042e-02
2.91542300e-01 7.32158700e-02
2.81355024e-01 7.31997626e-02
2.71168183e-01 7.30956997e-02
2.60982569e-01 7.29033027e-02
2.50798983e-01 7.26221352e-02
2.40618409e-01 7.22484411e-02
2.30442018e-01 7.17750225e-02
2.20271014e-01 7.11944693e-02
2.10107187e-01 7.04981615e-02
1.99952904e-01 6.96762774e-02
1.89810502e-01 6.87196471e-02
1.79681721e-01 6.76270497e-02
1.69567918e-01 6.64022866e-02
1.59470856e-01 6.50464290e-02
1.49393965e-01 6.35492512e-02
1.39341118e-01 6.18977305e-02
1.29316861e-01 6.00799287e-02
1.19326451e-01 5.80850517e-02
1.09375239e-01 5.59029977e-02
9.94687405e-02 5.35254135e-02
8.96139837e-02 5.09404639e-02
7.98249879e-02 4.81185072e-02
7.01174833e-02 4.50275495e-02
6.05055631e-02 4.16492877e-02
5.10101867e-02 3.79557933e-02
4.16731023e-02 3.38809323e-02
3.25479131e-02 2.93484776e-02
2.37123283e-02 2.42729018e-02
1.53014359e-02 1.85354961e-02
7.56133544e-03 1.18887220e-02
1.31581758e-03 3.82846804e-03
2.88357900e-03 -5.07553586e-03
1.26291690e-02 -8.32346963e-03
2.26593432e-02 -1.00448240e-02
3.28044722e-02 -1.10961893e-02
4.29589998e-02 -1.17826329e-02
5.31395664e-02 -1.22258272e-02
6.33248188e-02 -1.25002696e-02
7.35100331e-02 -1.26443878e-02
8.36967266e-02 -1.26829445e-02
9.38841340e-02 -1.26358556e-02
1.04070889e-01 -1.25209475e-02
1.14256578e-01 -1.23501433e-02
1.24441314e-01 -1.21320720e-02
1.34625171e-01 -1.18740940e-02
1.44808128e-01 -1.15811590e-02
1.54990154e-01 -1.12579308e-02
1.65171301e-01 -1.09089353e-02
1.75351689e-01 -1.05385683e-02
1.85531442e-01 -1.01511249e-02
1.95710631e-01 -9.74921875e-03
2.05889286e-01 -9.33402612e-03
2.16067436e-01 -8.90668637e-03
2.26245133e-01 -8.46874911e-03
2.36422463e-01 -8.02232721e-03
2.46599514e-01 -7.56957445e-03
2.56776366e-01 -7.11241033e-03
2.66953062e-01 -6.65182010e-03
2.77129636e-01 -6.18855606e-03
2.87306122e-01 -5.72337132e-03
2.97482556e-01 -5.25704301e-03
3.07658975e-01 -4.79037608e-03
3.17835416e-01 -4.32417705e-03
3.28011915e-01 -3.85924392e-03
3.38188505e-01 -3.39629648e-03
3.48365215e-01 -2.93601232e-03
3.58542074e-01 -2.47906862e-03
3.68719111e-01 -2.02608122e-03
3.78896336e-01 -1.57732591e-03
3.89073754e-01 -1.13296138e-03
3.99251372e-01 -6.93146229e-04
4.09429199e-01 -2.58164839e-04
4.19607269e-01 1.71108458e-04
4.29785618e-01 5.93626555e-04
4.39964287e-01 1.00834232e-03
4.50143305e-01 1.41440495e-03
4.60322661e-01 1.81195441e-03
4.70502331e-01 2.20144247e-03
4.80682291e-01 2.58332100e-03
4.90862521e-01 2.95795089e-03
5.01043020e-01 3.32511857e-03
5.11223800e-01 3.68438700e-03
5.21404869e-01 4.03531866e-03
5.31586235e-01 4.37754634e-03
5.41767885e-01 4.71130517e-03
5.51949791e-01 5.03713624e-03
5.62131929e-01 5.35558303e-03
5.72314276e-01 5.66714427e-03
5.82496828e-01 5.97179949e-03
5.92679599e-01 6.26919378e-03
6.02862602e-01 6.55896667e-03
6.13045851e-01 6.84056649e-03
